Mensaje,Fecha
ya pagameeee ,2/8/2024
Por lo de antes,2/5/2024
Te amo demasiado chiquita mía ,2/7/2024
Isa revisa tu casillero,1/31/2024
muak,2/1/2024
"tkm, feli día d la amistaf ☝",2/3/2024
Espero que te guste Emma,1/28/2024
mamor ,2/9/2024
Feliz San Valentín ❤️,2/7/2024
Te quiero enojona,2/6/2024
te amo sebas,2/9/2024
Para el ñañi de parte delosñas,1/31/2024
Te amo rata ,2/7/2024
tequiero bonita💗 ya salgamos:(,2/8/2024
Para mi pequeño gran amor 💕,2/8/2024
De tu mejor amiga te extraño❤️,2/7/2024
con amor perdoname,2/8/2024
Feliz dia ,2/2/2024
Mi chiquito 💗,2/9/2024
Espero que te guste,2/6/2024
Tqm Sofin 💗,2/5/2024
Todavia me gustas,2/8/2024
te amo muxo lindaaaaaa,1/31/2024
Te quiero mucho mi vida 💕,2/9/2024
IN,1/31/2024
Gracias por estar en mi vida ,1/26/2024
Te quielo mucho loquito ,2/7/2024
con mucho cariño  ,1/30/2024
Con amor para la Awitas  ,2/7/2024
Kata>>Kumite,2/1/2024
Te amo mucho siu,2/6/2024
Yo si resuelvo,2/5/2024
Te quiero<3 ,2/6/2024
Aqui lo que te prometí ,1/26/2024
negrita bonita te amo♥️,2/3/2024
Te amo puline ,1/30/2024
Feliz San Valentín 🌸,2/5/2024
Tamooo💗,2/9/2024
remember ???,2/5/2024
Te amo Dany <3,2/3/2024
Gracias por tu amista,1/26/2024
sé lo que es amor gracias a ti,1/31/2024
"Lesbiana, te quiero mucho 💞",2/6/2024
Tqro mucho corazón :3,2/1/2024
"Cara mia, bella chelsy ❤️",2/1/2024
ERES MI PRINCESA SIEMPRE TAMO ,2/2/2024
Muak muakkkk ,2/6/2024
tqm ,2/9/2024
Hola,2/8/2024
Tqm Renaa🫶🏼,2/1/2024
Anonimo <3,2/6/2024
Feliz día ñaño🫶,1/30/2024
Eres la mejor,2/6/2024
Recuerda que siempre te odiaré,2/10/2024
te amo,2/2/2024
Te quiero muchisimo fuchis,2/1/2024
Para mi dupla culpable fav 🫶,1/25/2024
"feliz día mi niño, teamo<3",2/7/2024
Sabes que eres especial parami,1/30/2024
"Feliz día, las amooo",2/1/2024
Feliz dia de San patricio,2/1/2024
Te amu😽❤️,2/5/2024
Te amo mi primita hermosa <3,2/7/2024
Teee amooo <3,2/6/2024
Pasemos juntos el 14 🩷,1/31/2024
Te quiero con todo mi corazón ,1/29/2024
Te quiero pequeña ,2/6/2024
TKM HERMOSAAAA(⁠☆⁠▽⁠☆⁠),2/3/2024
Que se repita 😍😚,1/30/2024
"Eres mi luna , te amo ",2/2/2024
Me gusta tu sonrisa ,2/5/2024
Te amo reina ,2/7/2024
Un paso a la vez✨,2/6/2024
Gracias por encender mi cora<3,2/7/2024
Para mi negrita favorita,1/31/2024
"Te amo Mateitooo, muaaa",2/7/2024
wuenas atomo :D,2/6/2024
TE QUIERO MUCHO,2/6/2024
pasa la bien ,2/7/2024
"Un bso el la calva, le amamos",2/4/2024
Vickytoria graciaspor todo TQM,2/4/2024
Eres una persona increíble TQM,2/8/2024
Te amo loca toxica psicopata ,2/1/2024
tqm matías cn tilde:(,2/5/2024
Te amo Kare cats,2/6/2024
Chatias,2/1/2024
Mi querida Alisson TQM,2/9/2024
Te amo mi amor <3,2/2/2024
ns xd,2/8/2024
Ya casi cumplimos 4 años ,2/5/2024
Tqm amiguitaaaaa,2/8/2024
Te quiero muchooooo ❤,2/6/2024
Ñañita te adoro ,2/7/2024
A mí niña,2/3/2024
Para la mejor amiga del mundo♡,2/5/2024
Te am\U/,2/2/2024
Sanneluu  besito ,1/31/2024
Te amo con mi vida valentinota,1/30/2024
Te amo mucho💗,2/7/2024
🤗,2/2/2024
Te amo muchooo,2/9/2024
Te amo bella.  Eres la mejor ,2/2/2024
Te extraño maricaaa,2/7/2024
te quiero mucho mucho mi negro,1/31/2024
Amiga TQM saludale a las demas,2/8/2024
My other side <3,2/9/2024
Feliz día de la amistad ,1/30/2024
Feliz día de la amistad^⁠_⁠^,2/6/2024
Te amoooo,2/9/2024
La rosita no puede faltar <33,2/8/2024
tqm blanquitaaa :3,2/2/2024
Que tengas un bonito día:),2/8/2024
"te amo mucho, nunca me faltes ",2/3/2024
Te quiero mucho ❤️,2/8/2024
Te amo monita 💙,2/8/2024
Le amo chiqui no cambie 💗,2/8/2024
pa tuu(te lo merecesy más)TQM!,2/2/2024
 te quiero un mundo mileee ❤️❤️,1/30/2024
Tqmmmm Diana 🥰,1/31/2024
Ti amo cucciolo mio 💖,1/31/2024
Feliz día pana ,2/8/2024
Feliz 14 amor  Te amo,2/8/2024
Te amo mi buscando money ,2/8/2024
A cambio de un pou depresivo ,1/27/2024
Las quiero mucho mis morenitas,2/6/2024
te extraño igual que a mi ex:(,2/8/2024
Teadoro ariadnaanaith,1/30/2024
"Hola¡TQM,me gustas muchisimo ♡",2/2/2024
Para my love :),2/8/2024
Hola emi espero que te guste ❤,1/31/2024
Feli san Valentín ,2/6/2024
Happy Birthday ,2/7/2024
Naranja × Vicky,2/4/2024
Te quiero mi ratatuile,1/27/2024
feli día mome mua,2/2/2024
T amo mucho mi niña 💕,2/9/2024
Eres muy linda💗💗,2/1/2024
Te quiero mucho negritoo,1/28/2024
te amo mimochi eres el mejor💗 ,1/29/2024
Te quiero mi lolis ,1/25/2024
Te amo 3 millones ,2/7/2024
Tqm Chávez eres la mejor 💗,2/8/2024
te amo mil nunca te vayas plis,2/8/2024
Para mi pequeña,2/9/2024
Happy valentines bbg  Te amo<3,2/6/2024
Unas gomitas por ser Humilde👍,2/5/2024
"Tu es l'amour de ma vie,oui :)",2/5/2024
Se te quiere mucho pau ♡♡,1/30/2024
feliz san valentin te amo 💗,1/30/2024
te quiero mucho hermanita,2/5/2024
te amooo mi niña hermosa 💕,2/4/2024
Feliz cumpleaños ,2/8/2024
Al mejor machacheño ,2/7/2024
De tu hermano querido❤️,2/8/2024
Te quiero muchísimo Wen ❤️✨,2/6/2024
Me encantas...,2/5/2024
Te quiero Marce,1/30/2024
Espero y te guste te Amooooo💐,2/6/2024
Feliz San Valentín 💗,2/8/2024
Feliz día ceto te quiero mucho,2/8/2024
te envio chocolates,2/7/2024
para mi say,2/7/2024
"Te amo, Feliz San Valentín !!",1/25/2024
paralomejordemivida   <3 ,2/1/2024
Para mi culon😍🐺,1/25/2024
Te amo con todo mi corazón ,2/10/2024
te quiero mucho,1/31/2024
Para mi amiguito ,2/3/2024
Te quiero mucho chico <3,2/3/2024
T amo mucho abeja ,2/3/2024
Si o no?,2/8/2024
feliz san valentín mi amor 💘,2/6/2024
Te quiero bro,2/8/2024
Aunque no ganamos lo intetamos,2/9/2024
ema kontak??  Si ,2/4/2024
"You're my ""Seijaku"" - My girl",2/3/2024
Feliz día de la amistad 🤗,1/31/2024
ya veámonos ,2/2/2024
"Feliz día Ade, tqm!",2/4/2024
Te quiero feliz San Valentín ,2/9/2024
Para la mejor🫶🏻,2/6/2024
Con amor ,2/7/2024
Vv ,2/3/2024
Le quiero profe es la mejor ☆,2/7/2024
Te quiero mucho madri 🫶🏻,2/8/2024
Tu ññita 💗,1/31/2024
Gracias por estar para mi...,2/9/2024
Japi balentines dey ^^,2/8/2024
Feliz dia hermanito de mi ❤️ ,2/3/2024
espero que lo disfrutes bonita,2/7/2024
Te quiero rata 💕🌷,2/7/2024
Te quiero mucho ❤,1/31/2024
Te amo mi amol <3 TRAKA ,2/9/2024
Pa mi ricitos de chocolate ,2/1/2024
Tamito simo 😭,1/30/2024
Feliz carnaval amiguito mio 😉,2/6/2024
Debemos hablar mas :D ,2/2/2024
:),2/3/2024
te amo sofi,2/6/2024
Tqm Sammy<3,2/9/2024
le quiero mucho vaneee,2/1/2024
Hermanita quererte es poco ,2/6/2024
(⁠つ⁠≧⁠▽⁠≦⁠)⁠つ,1/25/2024
NEGRAAAAAAAAAAAA,2/2/2024
Feliz San Valentin amiwuito ;),2/6/2024
TQM ♡,1/30/2024
Eres el mas capito,1/26/2024
"Feliz san Valentín, Neskuik 💗",2/6/2024
Mi 14 de febrero <33,2/8/2024
t amo mucho ma,2/7/2024
Te amo amor mugroso <3 ,1/27/2024
Te amo mi princesita ,2/4/2024
Tqm mi chikistrikis mua ,2/6/2024
tqm enana.,2/6/2024
Te amo eres el amor de mi vida,1/31/2024
Feliz diaa,1/26/2024
Del amor de tu vida (Pedro) ja,1/29/2024
Me gustas 🫣,1/27/2024
TQM aunque eres pendeje<3,2/6/2024
Te amo con todo mi ser y más<3,2/3/2024
Espero que te guste jejej,2/9/2024
♥️,2/6/2024
Te amo Rebe💕,1/30/2024
Mila mi vida TQM :),2/4/2024
"""Una Flor para otra Flor"" <3",2/8/2024
Pasala bien,1/25/2024
coma sus gomitas bb loviu,2/7/2024
Gracias por tu amistad,2/8/2024
Para mi rayito ☀️,1/30/2024
Eres la mejor prima,2/7/2024
08,1/25/2024
Todas mienten Karla ❤️,2/8/2024
Me gustas mucho,2/9/2024
Perdoname  por ser HDP,2/9/2024
Feliz cumpleaños atrasado :3,1/30/2024
Te amo con todo mi corazón ,2/9/2024
tqm feka feka,2/5/2024
행복한 발렌타인 데이,2/5/2024
TE QUIRO MUCHO FELIZ DIA ,2/3/2024
eres una exelente amiga tq,2/6/2024
LOVER <3 Te quiero mi solecito,2/6/2024
Tqm ,1/31/2024
Te amo demasiado muack,1/29/2024
Te amo con mi vida ❤️,1/25/2024
te quierooo💗,2/2/2024
Feliz diaaaa,1/25/2024
Te adorooo,2/9/2024
Porque te quiero mucho ,2/7/2024
Tkm Tefyy💗,2/7/2024
Te quiero mucho 🫶,2/6/2024
Te amo Camiiii 💗,2/5/2024
Me gustó el 14 🫶🏻,2/9/2024
Te quiero mi Dievans🌹,2/9/2024
Feliz San Valentín cielito 🧸,2/4/2024
Yo a usted la amo.,2/6/2024
Tq julii,2/7/2024
Te Quiero Mucho Amiguita :3,2/9/2024
Te quiero mucho ananda,1/26/2024
Te amo mucho!!!! ,2/9/2024
Tqmm,2/8/2024
Eres lo mejorr,2/8/2024
"Desde bebés, te amo meeks UK ",2/6/2024
Alguien con qn hablas diarió:),1/30/2024
PUCE Feliz San valentin ,2/6/2024
Te amo siempre ,2/7/2024
La persona que siempres está.,2/6/2024
Te amoo,1/30/2024
Deja de ser RIDÍCULA vv 🥺,2/3/2024
Para conquistar a tu chakal,2/8/2024
Tqm milina bonita <3,2/8/2024
"Te lo envía Alba, TQM :D",2/8/2024
Gracias por ser mi amiga.,1/28/2024
Feliz dia Ma Paz,2/1/2024
Para ti bb,2/8/2024
hola,2/8/2024
Tqm sapa,2/8/2024
teamo mi corazón de melón 💘,2/8/2024
♥️💌💌💌💌,2/7/2024
Para ti❤️ te quiero mucho,2/8/2024
Me haces muy feliz ,2/2/2024
Feliz San Valentín 💗,2/7/2024
TQM 😻,2/9/2024
Disfrutalo ❤️,1/31/2024
"feli san valentin tefo, tq <3 ",1/31/2024
Te amo ñañela 💓,2/9/2024
Jeje 🤗,2/7/2024
Se te aprecia mucho :O,1/30/2024
matate,2/1/2024
Te quiero ñaña ,2/8/2024
Te quiero ❤️,2/8/2024
Holi,2/5/2024
Solo para ti,2/5/2024
Come topo ,2/2/2024
Saltossssss,2/8/2024
Te amo jiji,2/4/2024
Te quiero mucho ñaña,1/26/2024
te amo mucho muchoo Camitruux,1/31/2024
Te quiero,2/7/2024
ese itan,2/6/2024
480 <3,2/5/2024
Feliz dia mi cami tik,2/8/2024
Mawia besos 💕🫶🏻,2/8/2024
- . / .- -- --- /- .- -. - ---,1/31/2024
Me gustas muchísimo<3,2/8/2024
Te quiero mucho mi vida MuA,2/9/2024
tqm enana🏀,2/6/2024
Te amo no me olvides ya besito,1/25/2024
Cachetona <3,2/7/2024
Mi insta: wtcam2q te sigo,1/27/2024
Love u Martis 💕,2/5/2024
Feliz San Valentin <3,1/26/2024
"para mi negrainaa, tamo<3",1/30/2024
te voy amar hasta morir.,2/9/2024
te amo mi amorcito ,2/6/2024
"Hola, te amo zorrila <3",2/9/2024
Feliz día <3,2/7/2024
Te amo Tilin <3,2/8/2024
Te amooo mua 💗,2/7/2024
Toma tu regalo pasita ,1/26/2024
Para la rata mas grande ,2/5/2024
El Pepe ,1/29/2024
Te quiero mucho Wendy,2/5/2024
Te amo mucho ,2/7/2024
De tu ilusionada fav <3,2/1/2024
I love you Eladio *ella 💌,2/1/2024
Una cubata o que my love ,1/26/2024
No sufra más infedilidades,2/6/2024
tqm negra,1/27/2024
Tqm mi vida ,2/7/2024
Porsiacasoestapocomandomás,2/8/2024
Ya dile a ese que me prefieres,2/8/2024
Felez San valentin xd,2/7/2024
TE AMO MUCHO ,1/30/2024
Gracias por todo Juanito💕,1/30/2024
Feliz cumpleaños atrasado,2/2/2024
Te amo muchooo :),2/1/2024
Tu bebita ,2/6/2024
Me falta el aire,1/30/2024
mejor banda,2/7/2024
Feliz San Valentín vaso ,1/30/2024
Te quiero muchísimo jenser❤️,2/6/2024
Feliz san Valentín mi vida 🫶,2/5/2024
Se te aprecia pendejo ❤️,1/30/2024
Feliz San Valentíin <3,2/4/2024
Feliz San Valentín Amor Mío 💖,2/7/2024
Yurivisaira la quiero mucho ,1/31/2024
Feliz día personita linda ,2/5/2024
Ya le traeré sus pipas :],2/5/2024
Hola pau te quero😘​. Taylor>>>,1/28/2024
Te amo mucho mi gabicita ,2/5/2024
Me perdonas?,1/30/2024
Love u ,1/26/2024
Tqro full pauu,2/8/2024
Te quiero muchisimo mi poste,2/6/2024
Yo que sé ,1/30/2024
Te extraño mucho,1/31/2024
te amo culona <3,2/9/2024
Te quiero muchísimo jajaja 💗❤️,1/30/2024
Gracias por ser mi mejor amiga,2/9/2024
Para la niña mas bonita ,2/1/2024
te amo mucho lof<3,1/26/2024
Hola,2/5/2024
Feliz navidad,2/5/2024
"tu admiradora secreta, tqm ",2/8/2024
Te amo mi churas.,2/9/2024
Te amo Yamile ,2/9/2024
tqm mi lady ,1/31/2024
Feliz San Valentín,2/6/2024
tqm perra,2/9/2024
FELIZ SAN VALENTIN NAYELYYYYY,2/9/2024
Feliz San Valentín Adry 💕,2/8/2024
Gracias por tu amistad Juli,1/27/2024
Te amu salamandra <3,2/6/2024
Feli San Valentin Muak :D,2/7/2024
te adoro mi rafa ❤️❤️❤️,2/3/2024
Mi enana favorita,1/26/2024
La mejor amiga que tengo :),2/7/2024
"Además de amarte,  te admiro",1/25/2024
te extraño mucho bebé,1/25/2024
TQMM ,2/8/2024
Te amo corazón 🤍🧸,1/27/2024
Tamo mi sam,2/9/2024
Te amo Jeivi,2/5/2024
Se le quiere musho,2/2/2024
muak,1/30/2024
Feliz San Valentín mi pucca<3,2/3/2024
Te adoro🤎,2/2/2024
"te adoro linda, mua",2/8/2024
Kyare te extraño 😭💗,1/27/2024
Te amo hp ❤️,2/9/2024
✨MCEPTAYTQCQEEMN✨  :p,1/29/2024
"Yo si te mando, falsooo 😾",2/6/2024
Tqm aricin,2/9/2024
FELIZ SAN VALENTÍN BRI TQM ,2/9/2024
Te gusta el Bastian 💓,2/6/2024
"TQM Luz, aprecia mi rosita ",1/30/2024
TE AMOO PETITE ,1/29/2024
Una vez rosita ,2/8/2024
Deseo el regalo para mí herman,2/9/2024
Esoero que te guste,2/6/2024
Cuando te veo mis ojossequeman,1/31/2024
para mi escarchita,2/6/2024
Cunada te quierooo❤️,2/7/2024
Con mucho cariño <3,1/29/2024
Tq daga,2/10/2024
Te amo mucho en verdad:(,1/31/2024
Negro 🫶,1/31/2024
"Yo si te mando, falso 😡😡",2/8/2024
Love u ,2/1/2024
para mi bb,2/7/2024
Eres muy linda,2/8/2024
Feliz día Marti TQM 💗,2/6/2024
Tqm chopi,2/1/2024
Te quiero muchísimo Horicita,2/9/2024
Te quiero mucho mi noah,1/30/2024
"Flor única, joya rara. ❤️",2/8/2024
te amo ñña,2/8/2024
Eres la amante de edu muy mal,2/9/2024
Te quiero mucho mi zari ,2/5/2024
Tqm :) ,2/6/2024
Tamo mi bandida,1/28/2024
te quiero hasta la luna tef,2/5/2024
Ti quiero mucho jijiji,2/8/2024
Te amo demasiado Rafita ,1/26/2024
"Eres muy especial para mi, tqm",1/30/2024
Feliz san valentine!!🌺🐊❤️,1/26/2024
La amiguis,1/31/2024
"Me llamaron Abigail,quien soy?",2/7/2024
Te amo mi amer ,2/8/2024
Feliz san Valentín ,1/30/2024
Feliz día Vale de mi vida tqm,2/8/2024
feliz san valentin vv muak 😽,2/1/2024
Te amo <3,1/30/2024
Desde España mi CRIATURA <3,1/27/2024
Jijija,1/25/2024
I love you a lot teacher Cari☆,2/7/2024
T quiero mucho danielita <3,2/5/2024
mecaesmal... mentira Teamooooo,2/1/2024
2 palabras 5 letras 💗,1/27/2024
De 1 forma u otra te doy rosas,1/29/2024
Estoy en tu grado y me gustas ,2/4/2024
Te amo un mundooo 🫶🏻🫶🏻,1/30/2024
Amiga todos mienten 😔,1/31/2024
Te quiero Mejor Amiga,2/7/2024
Para mi bb😆,1/31/2024
Majito bonita tqmmm ♡,1/29/2024
Mi vida,1/31/2024
te voy a matar ,2/6/2024
Para mi amiga del alma ,2/8/2024
Mi mejor amiguito tqm,1/28/2024
Te quiero mucho ALEFLUR ❤️,2/5/2024
Te quiero Stella,2/8/2024
te amo boba,2/7/2024
oal,1/30/2024
Te quiero 💗,1/26/2024
Tqm sp resentida,2/6/2024
Te quiero mucho brou <3,1/31/2024
Te quiero mucho ñañita ❤️,2/8/2024
me tienes en todas alliii ♡︎,1/25/2024
"perdon por todo, gracias tamo💗",2/5/2024
Quiero ser tu champions,2/5/2024
Ig: sq3liii (:,2/6/2024
T amo  loquita eres perfecta,2/7/2024
TAMOO (⁠◍⁠•⁠ᴗ⁠•⁠◍⁠)⁠✧⁠*⁠。,2/7/2024
Viva la puteriaa:),2/6/2024
Si te quiero ya ,2/4/2024
"te llevo en el corazón,siempre",2/1/2024
Pene 🤗,2/8/2024
TE AMO :D,2/10/2024
tqm gango 💗,2/2/2024
Para la mejor persona valiente,2/9/2024
Feliz San Valentín mi princesa,2/6/2024
TQM ata te quiero ver ,2/3/2024
Los ojos son la ventana al ❤️,2/8/2024
Teamo mi amarilla ,2/4/2024
Te amo mucho mucho ,2/2/2024
Para el amor de mi vidaaaa,2/8/2024
TQMM mi swiftie,2/8/2024
Te amooo,2/9/2024
Te quiero mucho Sam :3,2/6/2024
te extraño J.D,2/7/2024
Espero que te guste mi Danita,2/8/2024
Te amo she she muchisisimo <3,2/8/2024
Por 9 años de una amistad 💗,2/9/2024
teamolinda<3,1/25/2024
Te amo lhy ,1/27/2024
te amo mi todo 💗,2/7/2024
Tqm lluvia <3,2/8/2024
tqm feliz dia,2/3/2024
Para la princesa que yo másamo,2/5/2024
Tqm resentida de ojos bonitos,2/8/2024
Te quiero Vicky ;-;,1/30/2024
Hola t amo,1/31/2024
Se la quiere sapita c:,2/9/2024
Me haces falta Mickele,2/8/2024
te amo mucho mi amor <3,2/5/2024
Se te quiere 💕,1/30/2024
Es que venimos del mismo coleg,1/26/2024
Me gustas muchooo 💞,2/5/2024
Que la pase muy bien profe ,2/6/2024
Eres la mejor hermana TQM,2/8/2024
Te quiero mía ,2/1/2024
Te amo boba ,2/9/2024
Quieres salir conmigo el 14 ,2/8/2024
Mooor!💗,2/7/2024
"Vida hay una, culos bastantes",1/30/2024
Te quiero mucho ATT:LU,1/31/2024
gay,2/9/2024
Para mi mejor amigo ,2/9/2024
Podemos darnos un beso,1/25/2024
Ten un lindo día mi amor ♡,2/9/2024
"Te amo, no te olvides de mi",1/29/2024
"TE AMO, gracias por tanto ",2/3/2024
Te amo guapo sexy ,1/30/2024
Vuelve Saraí :(,2/7/2024
T amo bb,2/6/2024
Eres mi luna <3 te amo ,2/9/2024
Chin chon chin chon chun Chun,2/8/2024
You got me & I got you ❞,2/4/2024
Preciosotaaaa,2/8/2024
Feliz 14 de febrero y cumpleañ,1/25/2024
TE AMOOOOOO -JV Jovani Vazquez,1/30/2024
Para mi negra sabrosa traka,2/5/2024
Tq mas q amigos ,2/8/2024
"Para la mas nsgra, tqm",2/8/2024
el otro chocolate dale a Diana,2/6/2024
Me gustas :AE❤️,2/7/2024
I LOVE YOU ❤️‍🩹,2/7/2024
"¡Hola, Feliz día!",2/5/2024
Te amo Vicky hemosa ,2/7/2024
como lo prometido es deuda B),2/5/2024
Te quiero mi Jiha hermosa 💗,2/5/2024
Gracias por tu amistad :),2/5/2024
te amo danna linda,2/9/2024
Te amooo. Feliz San Valentín,2/5/2024
Para la de gustos humildes <3,2/2/2024
Le quiero mucho caballa ღ,1/30/2024
te amo mucho mi amor<3,2/1/2024
dome linda te amo y te extraño,2/8/2024
Te quiero mucho Dayanita <3 ,2/5/2024
xd :),2/8/2024
segundo San Valentín juntos<3,2/7/2024
Anónimo,2/9/2024
Te amo con mi alma vaella,2/3/2024
Yo te adoro andreita,1/31/2024
Ñño tqro mucho ★💗,2/9/2024
Te amo Dani <3,2/3/2024
Te quiero quieroo,2/2/2024
Viva la Amistad ,2/8/2024
solo una rosa no vale ,2/4/2024
Eres muy linda ,2/5/2024
Te amo perra ,1/30/2024
Feliz dia del bestu frendo pio,2/6/2024
Heemanito,2/2/2024
"ESTÁ DE VERNOOOS, SIIII, ",1/26/2024
Feliz 14 de febrero ñañita tqm,2/5/2024
Te amo hermana <3,2/8/2024
Desde la invisibilidad te amo.,2/6/2024
te amo,1/30/2024
Te quiero sapa😁,2/6/2024
Eres suficiente para mi ❤,2/6/2024
💗💝,1/29/2024
Siempre seras mi puerto seguro,2/5/2024
💗👌🏻,1/30/2024
para que ya no llores,2/8/2024
Te quiero mucho  mi bonita ,2/6/2024
"me tienes en todas , love u ♡︎",1/25/2024
beses vv,2/5/2024
I hope you like it. T.Q.M MPF,1/27/2024
"Tamo mucho, feliz SanValentín💕",2/5/2024
Para probar todo juntas jijiji,2/6/2024
otros cholates mas pa ti mua<3,1/27/2024
Disfruta bella ,1/25/2024
Te amo mi niña ,2/9/2024
Te amo más que nunca. Att: H💕,2/5/2024
Ten un hermoso día Majo linda ,2/6/2024
IG: _anggeles_ Holaa,2/8/2024
Para la marti zxm tmb es,2/2/2024
Te amo 💕 ,1/29/2024
Tu sabes quien soy feliz dia ,2/9/2024
Para mi pipo pipoo 💕,2/6/2024
Felez Sen Velenten,2/2/2024
Para esa bella niña  ♥️♥️♥️♥️♥️,1/25/2024
Date cuentA bro (m gustaS),1/26/2024
Feliz San Valentín te amoo ,1/30/2024
Muuuuu 😝,2/6/2024
feliz san Valentín you bastard,2/7/2024
Ya sabes qn soy,2/1/2024
Para mi charm de la suerte  <3,2/7/2024
t amo pablo <3,2/8/2024
Feliz diaaa <3,2/2/2024
Te amo mucho brother 💕,2/8/2024
Adoro todo de ti mi bonita.,2/1/2024
Con cariño para pequeña Andre!,2/5/2024
Love you eres lo máximo 🥸🥸,1/30/2024
a pesar de todo te quiero ,2/7/2024
Te quiero Giussepeee,1/30/2024
Feliz San Valentín te quiero 💗,1/25/2024
Feliz San Valentín !,2/7/2024
nunca t vayas mi todo 💗,2/1/2024
feliz san valentin ,2/10/2024
D,2/7/2024
linda,2/6/2024
te quiero mucho domis,2/7/2024
Te amoo guapo ,2/6/2024
Toma luciii🌸,1/27/2024
Te extraño Gigi 💗,2/8/2024
Te quiero mucho.,2/9/2024
Tqm preciosa <3,1/31/2024
valevalval gomitas pa ti <3 ,2/8/2024
Mejooo se te quiere 🎀,1/30/2024
Te quiero mucho mi May,2/7/2024
espero t gusten rataa tqm :),2/9/2024
Feliz día mi vida ❤️,2/9/2024
Tqm mi corazón ,2/2/2024
tomaaa,2/8/2024
Espero te guste.,2/9/2024
Tqm Danita <3,2/6/2024
Te amo,1/25/2024
Feliz San Valentín mi amor ,2/7/2024
tequieromuchoatt:headandsholde,2/8/2024
TQM q se maten los hombres,2/2/2024
Te quiero mucho  Att:M,2/5/2024
T odio tonte<3,2/9/2024
Te quiero mucho cozaron,2/5/2024
🤍,2/8/2024
Tqm rata Dany 🥰❤️,1/27/2024
Tamo,2/3/2024
TE AMO MRD  -besito,2/5/2024
:O Chinaa ,2/5/2024
TQM LU ♡,2/1/2024
Feliz San Valentin Les 🦄  🥰,2/7/2024
Le gusta el Martin uuuuu,2/6/2024
te amo chinita mía ,2/5/2024
te amu <3,2/7/2024
"T amo sapo, espero mis besos<3",2/6/2024
💗⚡️,2/7/2024
Te quiero camilu,2/6/2024
te amo mi cielo <3,2/4/2024
TE AMO MUJER ,2/5/2024
Te amo mucho mi amor mi lindo,2/10/2024
Feliz día Cami 💝✨😊,2/5/2024
mi preciosa tqm muakmuak,2/5/2024
Sarilu te quiero mucho jaskdja,1/30/2024
Patatas fritas,2/2/2024
Tenemos que hablar te amo ♥,2/7/2024
te quiero enfermo ,1/26/2024
Tqm nicky,1/30/2024
te amo chinaaa<3,2/6/2024
Te quiero alfonnnn💗,1/30/2024
"Tqm ridicula, con todo cariño ",2/6/2024
TE AMO,1/29/2024
Le amamos mucho profe ♡,2/7/2024
Tqm Arigameplays ,2/3/2024
TE AMO MI CASUAL,2/4/2024
C,2/8/2024
Feliz día de la amistad <3,2/8/2024
TRAKAAAA,2/1/2024
Amo estar a tu lado ♡,2/6/2024
Te odio con todo mi ser,1/31/2024
ig: ari.pbt._ ,2/9/2024
¿Quieres ser mi nv?,2/1/2024
Tq bastante Jul <33,2/9/2024
Por tu chevere amistad,2/8/2024
Te amo full preciosa 💗,2/9/2024
Para mi scarcha favorita,2/2/2024
🥳,1/31/2024
TOBIII🐶🖤,2/7/2024
Para q comas hdp 😻,2/9/2024
Ñañita te amooo ,1/27/2024
yaya mijo ya,1/26/2024
Te amo mi príncipe bonito 💗,2/3/2024
"Pequeña Gran Revolución :,) ",2/8/2024
Para que no te olvides de mi ,2/10/2024
Odioso,2/3/2024
T amo mucho Alisita hermosaaa,1/25/2024
Eres la mejor ñaña del mundo ❤️,2/7/2024
"Hola, espero te guste ",2/5/2024
Te quiero muchísimo..✨💗,2/8/2024
Feliz san valentinnn tqm 💗,2/6/2024
para mi niña hermosa♡,2/9/2024
Te amo pendeje ,2/6/2024
Tenkiu por las tareas ,2/7/2024
Pasela bien delegada ,2/7/2024
"Para hacer las pases, mi alii",1/26/2024
tkm bobito,2/6/2024
tú sabes quién soy Isabella :),2/6/2024
le queremos mucho Adri ❤️,2/8/2024
estas guapisímo c:,2/2/2024
Feliz dia de la amistad paz <3,2/8/2024
Tqm💗💗,2/7/2024
te quiero bestie,2/5/2024
Te amo valesita 💗,1/29/2024
"tq chuchi, no te olvides de mi",1/30/2024
Me dejaste loco con tus besos,2/8/2024
viva numa turcatti,1/31/2024
love you ,1/30/2024
STELLY te amooooo 💗,2/2/2024
Mamahuevo - Martillazo en Ane ,1/29/2024
TQM nikii,2/2/2024
Tamo amor feliz san Valentín 💝,2/3/2024
Feliz día de la amistad tiamo🤍,2/4/2024
:),2/5/2024
Te amo ❤,2/7/2024
Te amo guapaaa💕,2/6/2024
Se le quiere 💕,2/7/2024
Te quiero cozaron ,2/5/2024
Para la dura mas dura,2/8/2024
